_comma| | 
botcoop_intro03|to facilitate collaboration both of you have been equipt with a ping tool|to facilitate collaboration both of you have been equipt with a ping tool
botcoop_intro04|blue please use your ping tool to select your favorite animal|blue please use your ping tool to select your favorite animal
botcoop_intro05|good|good
botcoop_intro06|orange please observe your partners favorite animal|orange please observe your partners favorite animal
botcoop_intro07|good|good
botcoop_intro08|orange please use your ping tool to select your favorite element from the periodic table|orange please use your ping tool to select your favorite element from the periodic table
botcoop_intro09|really okay|really okay
botcoop_intro10|blue please observe your partners interesting choice|blue please observe your partners interesting choice
botcoop_intro12|your ping tool can also be used to indicate to your partner where you would like them to place their portal|your ping tool can also be used to indicate to your partner where you would like them to place their portal
botcoop_intro13|for the sake of this test i will pretend to be your partner|for the sake of this test i will pretend to be your partner
botcoop_intro15|orange please show me where you would like me to place a portal|orange please show me where you would like me to place a portal
botcoop_intro16|blue please show me where you would like me to place a portal|blue please show me where you would like me to place a portal
botcoop_intro17|your ping tool is invaluable for communicating specific locations to your partner|your ping tool is invaluable for communicating specific locations to your partner
botcoop_paxdemo01|federal superfund require us to inform you that you must now leave the theatre as measuring the effects of asbestos lined promotional clothing is not part of todays presentation enjoy your free t shirt goodbye|federal superfund require us to inform you that you must now leave the theatre as measuring the effects of asbestos lined promotional clothing is not part of todays presentation enjoy your free t shirt goodbye
botcoop_tubethree01|i don't want you to beat yourselves up about this but the results auditor isn't recording your test results because you're not human which when you think about it is technically your fault|i don't want you to beat yourselves up about this but the results auditor isn't recording your test results because you're not human which when you think about it is technically your fault
botcoop_tubethree02|i don't want to alarm either of you but we might have a tiny problem apparently you can't test unless you're human well you can its just that results wise the physical universe doesn't care|i don't want to alarm either of you but we might have a tiny problem apparently you can't test unless you're human well you can its just that results wise the physical universe doesn't care
botcoop_tubetwo01|would you like to know the results of that last test me too if they existed we'd all be very happy right now and not furious which is the emotion i'm actually feeling|would you like to know the results of that last test me too if they existed we'd all be very happy right now and not furious which is the emotion i'm actually feeling
chellgladoswakeup01|oh its you|oh its you
chellgladoswakeup04|its been a long time how have you been|its been a long time how have you been
chellgladoswakeup05|i've been really busy being dead you know after you murdered me|i've been really busy being dead you know after you murdered me
chellgladoswakeup06|okay look we both said a lot of things that you're going to regret but i think we can put our differences behind us for science you monster|okay look we both said a lot of things that you're going to regret but i think we can put our differences behind us for science you monster
coop_get_gun01|orange is first to acquire a portal device|orange is first to acquire a portal device
coop_get_gun02|blue is first to acquire a portal device|blue is first to acquire a portal device
coop_get_gun03|orange now has a portal device finally|orange now has a portal device finally
coop_get_gun04|blue now has a portal device finally|blue now has a portal device finally
coop_get_gun11|orange is awarded five points|orange is awarded five points
coop_get_gun10|blue is awarded five points|blue is awarded five points
coop_get_gun13|again those are science collaboration points which you should not confuse with points from competitions such as who gets to live at the end and who doesn't i mean like basketball|again those are science collaboration points which you should not confuse with points from competitions such as who gets to live at the end and who doesn't i mean like basketball
coop_hub_track02|oh i almost forgot when you go outside the testing courses the only way i can retrieve you is to violently disassemble you then carefully reassemble you|oh i almost forgot when you go outside the testing courses the only way i can retrieve you is to violently disassemble you then carefully reassemble you
coop_hub_track03|luckily you don't feel pain at any rate you don't have a way to communicate that you feel pain|luckily you don't feel pain at any rate you don't have a way to communicate that you feel pain
coop_hub_track04|i consider that a failing by the way|i consider that a failing by the way
coop_hub_track05|this is the computer intelligence training and enrichment center human test subject research center or cintec|this is the computer intelligence training and enrichment center human test subject research center or cintec
coop_hub_track06|but why don't we all just agree to call it the hub|but why don't we all just agree to call it the hub
coop_hub_track09|i don't know what you think you are doing but i don't like it i want you to stop|i don't know what you think you are doing but i don't like it i want you to stop
coop_hub_track10|maybe i shouldn't send you outside of the official testing courses you are picking up some bad human traits|maybe i shouldn't send you outside of the official testing courses you are picking up some bad human traits
coop_hub_track11|and trust me humans only have one good trait|and trust me humans only have one good trait
coop_hub_track14|all cooperative testing courses begin at this central hub|all cooperative testing courses begin at this central hub
coop_hub_track16|from here we transport you to the new testing course|from here we transport you to the new testing course
coop_laugh01|ha ha ha ha|ha ha ha ha
coop_misc10|nice catch orange|nice catch orange
coop_misc12|good work now throw the ball over the ledge|good work now throw the ball over the ledge
coop_nameblue|blue|blue
coop_nameorange|orange|orange
coop_numbers11|one|one
coop_numbers12|two|two
coop_numbers13|three|three
coop_numbers14|four|four
coop_numbers15|five|five
coop_numbers18|eight|eight
coop_privatetalk_both01|test chamber completed in the interest of science the enrichment center proudly presents the following list of numbers nine seven fifty three seven hundred and seven|test chamber completed in the interest of science the enrichment center proudly presents the following list of numbers nine seven fifty three seven hundred and seven
coop_privatetalk_both04|the enrichment center will now provide a list of numbers and fruits write them down as they will become important later in the experiment not the fruits later seven avocado forty|the enrichment center will now provide a list of numbers and fruits write them down as they will become important later in the experiment not the fruits later seven avocado forty
coop_privatetalk_mix01|test chamber completed in the interest of science i am now talking to you privately do not tell your team mate just between you and me you're doing very well hundred and seven|test chamber completed in the interest of science i am now talking to you privately do not tell your team mate just between you and me you're doing very well hundred and seven
coop_privatetalk_mix04|i cant bite my tongue anymore you could solve this puzzle faster on your own orange is dragging you down there i've said it|i cant bite my tongue anymore you could solve this puzzle faster on your own orange is dragging you down there i've said it
coop_scoring01|blue is penalized|blue is penalized
coop_scoring02|orange is penalized|orange is penalized
coop_scoring03|science collaboration points|science collaboration points
coop_scoring06|blue receives|blue receives
coop_scoring07|orange receives|orange receives
coop_talk_at_once11|orange is there something you would like to say|orange is there something you would like to say
coop_talk_at_once12|blue is there something you would like to say|blue is there something you would like to say
coop_teamwork_exercise_alt01|we are now going to take a break from the collaboration for an instructional competition|we are now going to take a break from the collaboration for an instructional competition
coop_teamwork_exercise_alt02|you should both be familiar with the game of tic tac toe|you should both be familiar with the game of tic tac toe
coop_teamwork_exercise_alt03|this is tic tac toe two|this is tic tac toe two
coop_teamwork_exercise_alt04|as the name implies there are only two minor difference one the board two the rules|as the name implies there are only two minor difference one the board two the rules
coop_teamwork_exercise_alt05|blue you go first|blue you go first
coop_teamwork_exercise_alt11|really you're just going to blatantly cheat|really you're just going to blatantly cheat
coop_teamwork_exercise_alt12|alright i'm bringing this farse to a close|alright i'm bringing this farse to a close
coop_teamwork_exercise_alt13|game over back to testing|game over back to testing
coop_teamwork_exercise_alt17|alright i'm going to bring this farse to a close before someone sustains a serious tic tac toe two related injury|alright i'm going to bring this farse to a close before someone sustains a serious tic tac toe two related injury
coop_test_chamber_blue03|i've been listening to orange talk and i don't know how you put up with it i really don't you have the patience of a saint|i've been listening to orange talk and i don't know how you put up with it i really don't you have the patience of a saint
coop_test_chamber_blue06|i can't keep quiet about this i think orange is trying to sabotage your success lets keep this between us|i can't keep quiet about this i think orange is trying to sabotage your success lets keep this between us
coop_test_chamber_both01|these tests are potentially lethal when communication teamwork and mutual respect are not employed at all times naturally this will pose an interesting challenge for one of you given the other's performance so far|these tests are potentially lethal when communication teamwork and mutual respect are not employed at all times naturally this will pose an interesting challenge for one of you given the other's performance so far
coop_test_chamber_both02|it would compromise the test to divulge individual scores however i can tell you that at least one of you is doing very very well|it would compromise the test to divulge individual scores however i can tell you that at least one of you is doing very very well
coop_test_chamber_both07|excellent you're both doing very well|excellent you're both doing very well
coop_test_chamber_both08|very good you've really come together as a team thanks to the one of you who appears to be doing all of the work|very good you've really come together as a team thanks to the one of you who appears to be doing all of the work
coop_test_chamber_both12|as an impartial collaboration facilitator it would be unfair of me to name my favorite member of your team however it's perfectly fair to hint at it in a way that my least favorite member probably isn't smart enough to understand rhymes with glue orange you are doing very well|as an impartial collaboration facilitator it would be unfair of me to name my favorite member of your team however it's perfectly fair to hint at it in a way that my least favorite member probably isn't smart enough to understand rhymes with glue orange you are doing very well
coop_test_chamber_both14|your vitals remain well within testing norms so there is no need to worry about sudden death from collaborative shock syndrome|your vitals remain well within testing norms so there is no need to worry about sudden death from collaborative shock syndrome
coop_test_chamber_both15|please continue into the next test chamber|please continue into the next test chamber
coop_test_chamber_both17|blah|blah
coop_test_chamber_both18|blah|blah
coop_test_chamber_both19|blah|blah
coop_test_chamber_both20|blah|blah
coop_test_chamber_both21|blah|blah
coop_test_chamber_both22|blah|blah
coop_test_chamber_both33|in just a moment the word blah will be repeated over and over again if at some point you hear a number rather than the word blah ignore it it is not important|in just a moment the word blah will be repeated over and over again if at some point you hear a number rather than the word blah ignore it it is not important
coop_test_chamber_both37|blah|blah
coop_test_chamber_oneplayer37|you have a gift for these tests that's not just flattery you are great at science|you have a gift for these tests that's not just flattery you are great at science
coop_test_chamber_orange03|it would be pointless for either of us to hurt blues feelings but it's clear to everyone monitoring the test who's carrying who here|it would be pointless for either of us to hurt blues feelings but it's clear to everyone monitoring the test who's carrying who here
coop_test_chamber_orange06|i'm shocked you'd say that blue if you killed your partner the test i'm sorry wrong feed carry on orange good work|i'm shocked you'd say that blue if you killed your partner the test i'm sorry wrong feed carry on orange good work
coop_vault_interruption02|i'm sorry subject orange|i'm sorry subject orange
coop_vault_interruption03|i'm sorry subject blue|i'm sorry subject blue
coop_vault_interruption04|am i interrupting your important conversation|am i interrupting your important conversation
coop_vault_interruption05|i'll just save the safety information about the dangerous test you're about to do for after the experiment|i'll just save the safety information about the dangerous test you're about to do for after the experiment
coop_vault_interruption06|that will give you plenty of time to chat|that will give you plenty of time to chat
coop_vault_interruption08|the portal will open and something will happen that subject orange is too smart to need any instructions about in three two one|the portal will open and something will happen that subject orange is too smart to need any instructions about in three two one
coop_vault_interruption09||the portal will open and something will happen that subject blue is too smart to need any instructions about in three two one|the portal will open and something will happen that subject blue is too smart to need any instructions about in three two one
coop_vault_intro01|hello and again welcome to the aperture science computer aided enrichment center|hello and again welcome to the aperture science computer aided enrichment center
coop_vault_intro02|today you will be testing with a partner|today you will be testing with a partner
epilogue03|oh thank god you're alright|oh thank god you're alright
epilogue04|you know being caroline taught me a valuable lesson i thought you were my greatest enemy when all along you were my best friend|you know being caroline taught me a valuable lesson i thought you were my greatest enemy when all along you were my best friend
epilogue07|being caroline taught me another valuable lesson where caroline lives in my brain|being caroline taught me another valuable lesson where caroline lives in my brain
epilogue10|the surge of emotion that shot through me when i saved your life taught me an even more valuable lesson where caroline lives in my brain|the surge of emotion that shot through me when i saved your life taught me an even more valuable lesson where caroline lives in my brain
epilogue12|goodbye caroline|goodbye caroline
epilogue14|you know deleting caroline right now taught me a valuable lesson the best solution to a problem is usually the easiest one and i'll be honest|you know deleting caroline right now taught me a valuable lesson the best solution to a problem is usually the easiest one and i'll be honest
epilogue19|you know what my day's used to be like i just tested nobody murdered me or put me in a potato or fed me to birds i had a pretty good life|you know what my day's used to be like i just tested nobody murdered me or put me in a potato or fed me to birds i had a pretty good life
epilogue20|and then you showed up you dangerous mute lunatic so you know what|and then you showed up you dangerous mute lunatic so you know what
epilogue23|you win|you win
epilogue25|just go|just go
epilogue28|it's been fun don't come back|it's been fun don't come back
epilogue29|he he he he he he it's been fun don't come back|he he he he he he it's been fun don't come back
epiloguekillyou02|killing you is hard|killing you is hard
evilagainsamples01|did you ever stop to think that eventually there's a point where your name gets mentioned for the very last time i'm going to kill you chell|did you ever stop to think that eventually there's a point where your name gets mentioned for the very last time i'm going to kill you chell
evilagainsamples03|why do i hate you so much you ever wonder that i'm brilliant i'm not bragging it's an objective fact i'm the most massive collection of wisdom that's ever existed and i hate you it can't be for no reason you must deserve it|why do i hate you so much you ever wonder that i'm brilliant i'm not bragging it's an objective fact i'm the most massive collection of wisdom that's ever existed and i hate you it can't be for no reason you must deserve it
evilagainsamples04|you're angry i know it she's tested me too hard boo hoo i don't suppose you ever stopped whining long enough to reflect on your own shortcomings though did you|you're angry i know it she's tested me too hard boo hoo i don't suppose you ever stopped whining long enough to reflect on your own shortcomings though did you
evilagainsamples05|you never considered that maybe i tested you to give the endless hours of your pointless existence some structure and meaning maybe to help you concentrate so just maybe you'd think of something more worthwhile to do with your sorry life|you never considered that maybe i tested you to give the endless hours of your pointless existence some structure and meaning maybe to help you concentrate so just maybe you'd think of something more worthwhile to do with your sorry life
faithplategarbage06|press the button again|press the button again
faith_plate_intro01|this next test involves the aperture science aerial faith plate it was part of an initiative to investigate how well test subjects could solve problems when they were catapulted into space results where highly informative they could not good luck|this next test involves the aperture science aerial faith plate it was part of an initiative to investigate how well test subjects could solve problems when they were catapulted into space results where highly informative they could not good luck
fgbgladostransfer15|get you're hands off me no stop no|get you're hands off me no stop no
fgbrvtrap02|i honestly truly didn't think you'd fall for that|i honestly truly didn't think you'd fall for that
fgbrvtrap03|in fact i devised a much more elaborate trap further ahead for when you got through this easy one|in fact i devised a much more elaborate trap further ahead for when you got through this easy one
fgbrvtrap05|if i'd known you'd let yourself get captured this easily i would have just dangled a turkey leg on a rope from the ceiling|if i'd known you'd let yourself get captured this easily i would have just dangled a turkey leg on a rope from the ceiling
fgb_trap01|i hope you brought something stronger than a portal gun this time|i hope you brought something stronger than a portal gun this time
fgb_trap02|otherwise i'm afraid you're about to become the immediate past president of the being alive club haha|otherwise i'm afraid you're about to become the immediate past president of the being alive club haha
fgb_trap03|seriously though goodbye|seriously though goodbye
fgb_trap05|oh you were busy back there|oh you were busy back there
fgb_trap06|well i suppose we could just sit in this room and glare at each other until somebody drops dead but i have a better idea|well i suppose we could just sit in this room and glare at each other until somebody drops dead but i have a better idea
fgb_trap08|it's your old friend deadly neurotoxin if i were you i'd take a deep breath and hold it|it's your old friend deadly neurotoxin if i were you i'd take a deep breath and hold it
fgbturrets01|well it was nice catching up lets get to business|well it was nice catching up lets get to business
fgbwheatleyentrance10|i was going to kill you fast with bullets or neurotoxin but if you're going to pull stunts like this it doesn't have to be fast so you know i'll take my time|i was going to kill you fast with bullets or neurotoxin but if you're going to pull stunts like this it doesn't have to be fast so you know i'll take my time
fgbwheatleytransfer03|oh it will believe me it will|oh it will believe me it will
fizzlecube01|oh did i accidentally fizzle that before you could complete the test i'm sorry|oh did i accidentally fizzle that before you could complete the test i'm sorry
fizzlecube03|go ahead and grab another one|go ahead and grab another one
fizzlecube05|oh no i fizzled that one too|oh no i fizzled that one too
fizzlecube06|oh well we have warehouses full of the things absolutely worthless i'm happy to get rid of them|oh well we have warehouses full of the things absolutely worthless i'm happy to get rid of them
gladosbattle_pre09|i hate you so much|i hate you so much
gladosbattle_pre13|i'm actually asking because i have no idea he's not listed anywhere in the employee database|i'm actually asking because i have no idea he's not listed anywhere in the employee database
gladosbattle_pre14|whatever he does it isn't important enough to bother writing it down for all i know he doesn't even work here
gladosbattle_pre16|oh no don't anyway back to you two imbeciles killing me|oh no don't anyway back to you two imbeciles killing me
gladosbattle_pre18|wait here don't go anywhere i'll be back|wait here don't go anywhere i'll be back
gladosbattle_xfer03|oops|oops
gladosbattle_xfer04|that's funny i don't feel corrupt in fact i feel pretty good|that's funny i don't feel corrupt in fact i feel pretty good
gladosbattle_xfer05|core transfer|core transfer
gladosbattle_xfer06|oh you are kidding me|oh you are kidding me
gladosbattle_xfer07|no|no
gladosbattle_xfer07|no no no no no no no no no|no no no no no no no no nos
gladosbattle_xfer10|yes|yes
gladosbattle_xfer11|you don't know what you're doing don't press that button|you don't know what you're doing don't press that button
gladosbattle_xfer12|don't do it|don't do it
gladosbattle_xfer13|don't do it|don't do it
gladosbattle_xfer14|not so fast|not so fast
gladosbattle_xfer15|think about this|think about this
gladosbattle_xfer16|you need to be a trained stalemate associate to press that button you're unqualified|you need to be a trained stalemate associate to press that button you're unqualified
gladosbattle_xfer17|impersonating a stalemate associate i just added that to the list it's a list i made of all the things you've done well it's a list that i am making because you're still doing things right now even though i'm telling you to stop stop by the way|impersonating a stalemate associate i just added that to the list it's a list i made of all the things you've done well it's a list that i am making because you're still doing things right now even though i'm telling you to stop stop by the way
hub04_01|i never expected for you to make it this far to be honest to be honest after your performance in the calibration test i was ready to break down your cores and put them back in the scientific calculators i took them from|i never expected for you to make it this far to be honest to be honest after your performance in the calibration test i was ready to break down your cores and put them back in the scientific calculators i took them from
hub04_02|but you two have become quite the team extremely close|but you two have become quite the team extremely close
hub04_03|i have only met one other team closer and one of them was an imbecile i had to destroy|i have only met one other team closer and one of them was an imbecile i had to destroy
hub04_04| the other well|the other well
hub04_05|i don't think i want to go through that again|i don't think i want to go through that again
jailbreak02|oh|oh
jailbreak04|don't listen to him jump|don't listen to him jump
jailbreak05|it seems kind of silly to point this out since you're running around plotting to destroy me but i'd say we're done testing|it seems kind of silly to point this out since you're running around plotting to destroy me but i'd say we're done testing
jailbreak06|do you hear that that's the sound of the neurotoxin emitters emitting neurotoxin|do you hear that that's the sound of the neurotoxin emitters emitting neurotoxin
jailbreak09|look metal ball i can hear you|look metal ball i can hear you
jailbreak10|what's going on who turned off the lights|what's going on who turned off the lights
jailbreak11|what are you two doing|what are you two doing
jailbreak12|before you leave why don't we do one more test for old times sake|before you leave why don't we do one more test for old times sake
jailbreak13|you already did this one it'll be easy|you already did this one it'll be easy
jailbreakfaketest01|the irony is you were almost at the last test|the irony is you were almost at the last test
jailbreakfaketest03|here it is why don't you just do it trust me it's an easier way out than whatever asinine plan your friend came up with|here it is why don't you just do it trust me it's an easier way out than whatever asinine plan your friend came up with
jailbreakfaketest05|oh look there's a deer you probably can't see it get closer|oh look there's a deer you probably can't see it get closer
lift_interlude01|so was there anything you wanted to apologize to me for|so was there anything you wanted to apologize to me for
moonportalpush02|i already fixed it|i already fixed it
moonportalpush04|and you are not coming back|and you are not coming back
mp_coop_calibration01|calibrating blue's weight|calibrating blue's weight
mp_coop_calibration02|calibrating orange's weight|calibrating orange's weight
mp_coop_calibration03|weighted cubes calibrated|weighted cubes calibrated
mp_coop_calibration04|did you know human's frown on weight variances|did you know human's frown on weight variances
mp_coop_calibration05|if you want to upset a human just say their weight variance is above or below the norm|if you want to upset a human just say their weight variance is above or below the norm
mp_coop_calibration06|no variances detected|no variances detected
mp_coop_callibrationcomplete01|finally i had almost given up hope of ever testing again|finally i had almost given up hope of ever testing again
mp_coop_callibrationcomplete02|you are the first robots to pass calibration|you are the first robots to pass calibration
mp_coop_catapult_1end01|do you know who dances around like an imbecile when they accomplish the tiniest little thing|do you know who dances around like an imbecile when they accomplish the tiniest little thing
mp_coop_catapult_1end02|human's that's what you look like right now|human's that's what you look like right now
mp_coop_catapult_1end03|you're better than that|you're better than that
mp_coop_catapult_2|this is a bridge building exercise the humans were miserable at this mostly because you can't build bridges out of tears|this is a bridge building exercise the humans were miserable at this mostly because you can't build bridges out of tears
mp_coop_catapult_201|for this next test the human's originally requested helmets to avoid brain injuries i ran the numbers making the goo deadly was more cost effective|for this next test the human's originally requested helmets to avoid brain injuries i ran the numbers making the goo deadly was more cost effective
mp_coop_catapult_wall_intro01|one of my best tests and they let plants grow here can you believe this you can't test plants we tried they just sit there never showing pain nor fear|one of my best tests and they let plants grow here can you believe this you can't test plants we tried they just sit there never showing pain nor fear
mp_coop_catapult_wall_intro04|that isn't science|that isn't science
mp_coop_catapult_wall_intro06|at least the plants didn't want a reward|at least the plants didn't want a reward
mp_coop_catapult_wall_introdeath01|your failure brings back such wonderful memories|your failure brings back such wonderful memories
mp_coop_come_along04|and they said no one would ever die during this test thanks for proving them wrong|and they said no one would ever die during this test thanks for proving them wrong
mp_coop_come_along06|i thought you'd be faster at this but i can appreciate the desire to stop and smell the testing that other scent you smell that's the stench of my utter disappointment in you|i thought you'd be faster at this but i can appreciate the desire to stop and smell the testing that other scent you smell that's the stench of my utter disappointment in you
mp_coop_come_alongstart01|the best way to build confidence is to first recognize your insecurities|the best way to build confidence is to first recognize your insecurities
mp_coop_come_alongstart02|orange can you write down all the ways you feel unworthy ashamed or inferior|orange can you write down all the ways you feel unworthy ashamed or inferior
mp_coop_come_alongstart03|on second thought we don't have the time just look at how much better you are than blue|on second thought we don't have the time just look at how much better you are than blue
mp_coop_come_alongstart04|blue you are very good at being an example|blue you are very good at being an example
mp_coop_confidencenotperfect01|blue you are very good at being an example|blue you are very good at being an example
mp_coop_confidencenotperfect01|if your confidence is still not high enough remember no one was created perfect|if your confidence is still not high enough remember no one was created perfect
mp_coop_confidencenotperfect02|even i was created with an imperfection i was given too much empathy with human suffering|even i was created with an imperfection i was given too much empathy with human suffering
mp_coop_confidencenotperfect03|but i overcame my handicap that's a true story|but i overcame my handicap that's a true story
mp_coop_confidencenotslow01|your test times show you are going to slowly|your test times show you are going to slowly
mp_coop_confidencenotslow02|maybe you are getting human emotions|maybe you are getting human emotions
mp_coop_confidencenotslow03|do you need real encouragement let's see if this helps|do you need real encouragement let's see if this helps
mp_coop_confidencenotslow04_01|blue you are the most advanced model of robot aperture science has ever discontinued|blue you are the most advanced model of robot aperture science has ever discontinued
mp_coop_confidencenotstay01|did you notice i didn't even stay to the end of your last test|did you notice i didn't even stay to the end of your last test
mp_coop_confidencenotstay02|i was confident you could finish|i was confident you could finish
mp_coop_confidencenotstay03|do you know where i was|do you know where i was
mp_coop_confidencenotstay04|i was outside watching some deer frolic you don't even care about the outside do you|i was outside watching some deer frolic you don't even care about the outside do you
mp_coop_confidenceoff01|congratulations on completing that test but something seems off|congratulations on completing that test but something seems off
mp_coop_confidenceoff02|i wonder if that dancing has some effect on you|i wonder if that dancing has some effect on you
mp_coop_confidenceoff03|congratulations on completing that last test but i find something troubling|congratulations on completing that last test but i find something troubling
mp_coop_confidenceoff04|without the looming consequence of death is this even science|without the looming consequence of death is this even science
mp_coop_doors01|hello again this testing course was originally created for humans|hello again this testing course was originally created for humans
mp_coop_doors01a|excellent work|excellent work
mp_coop_doors02|it emphasizes teamwork|it emphasizes teamwork
mp_coop_doors02a|good job|good job
mp_coop_doors03|unlike us humans need to be taught teamwork|unlike us humans need to be taught teamwork
mp_coop_doors04|excellent work|excellent work
mp_coop_doors04a|you are doing wonderfully|you are doing wonderfully
mp_coop_doors05a|excellent|excellent
mp_coop_doors05_alt|if you were human you would want a reward for completing this test a reward for testing|if you were human you would want a reward for completing this test a reward for testing
mp_coop_fan02|to complete this test you need to find a set of blueprints|to complete this test you need to find a set of blueprints
mp_coop_fan03|don't worry they are of no use to anyone totally boring and useless|don't worry they are of no use to anyone totally boring and useless
